33.6,1,1
33,1,2
33.6,1,3
33.5,1,4
33.7,1,5
33.3,1,6
32.9,1,7
32.9,1,8
33.4,1,9
33.2,1,10
33.1,1,11
33.6,1,12
33.7,1,13
33.9,1,14
33,1,15
33.7,1,16
31.7,1,17
31.8,1,18
32,1,19
31.9,1,20
31.9,1,21
31.8,1,22
32.1,1,23
31.6,1,24
31.9,1,25
31.4,1,26
32.3,1,27
32.1,1,28
32,1,29
32.1,1,30
32.4,1,31
32.5,1,32
33.6,1,33
33.2,1,34
33.5,1,35
33.9,1,36
33.9,1,37
33.8,1,38
33.2,1,39
33.5,1,40
33.7,1,41
33.6,1,42
32.9,1,43
33.5,1,44
33.5,1,45
33.6,1,46
33.9,1,47
33.5,1,48
34.4,2,1
34.1,2,2
33.6,2,3
33.2,2,4
33.2,2,5
33.4,2,6
34.1,2,7
33.4,2,8
33.5,2,9
33.9,2,10
33.5,2,11
33,2,12
33.6,2,13
33.8,2,14
33.8,2,15
33.5,2,16
32.4,2,17
31.8,2,18
32.2,2,19
32.8,2,20
33.9,2,21
34.4,2,22
34.7,2,23
34.3,2,24
33.8,2,25
35.2,2,26
33.4,2,27
32.6,2,28
33.8,2,29
34.1,2,30
36,2,31
37.4,2,32
40.7,2,33
40.5,2,34
40,2,35
38.7,2,36
37.6,2,37
35.2,2,38
35.3,2,39
35.8,2,40
34.6,2,41
34.3,2,42
34,2,43
34.9,2,44
34.6,2,45
34.5,2,46
34.2,2,47
35.3,2,48
34.7,3,1
34.8,3,2
33.7,3,3
34.2,3,4
33.7,3,5
33.9,3,6
34.2,3,7
34.3,3,8
33.8,3,9
33.5,3,10
34,3,11
34,3,12
34.3,3,13
36.7,3,14
46.5,3,15
50.3,3,16
55.4,3,17
58.2,3,18
55.5,3,19
53.9,3,20
54.7,3,21
65.2,3,22
64.1,3,23
64.3,3,24
64.8,3,25
64.2,3,26
66.8,3,27
64.1,3,28
63.5,3,29
62.6,3,30
61.7,3,31
61.4,3,32
62.5,3,33
61.2,3,34
59.6,3,35
57.9,3,36
57.5,3,37
54.4,3,38
52.4,3,39
51.8,3,40
50.4,3,41
51.1,3,42
49.6,3,43
49,3,44
49.3,3,45
49.5,3,46
50.2,3,47
50.7,3,48
49.8,4,1
49.8,4,2
48.6,4,3
49.6,4,4
49.4,4,5
49.2,4,6
49.1,4,7
49.5,4,8
46.6,4,9
45,4,10
46.6,4,11
46.4,4,12
46.2,4,13
47.5,4,14
50.9,4,15
56.3,4,16
55,4,17
53.7,4,18
58.1,4,19
59.5,4,20
60.5,4,21
58.9,4,22
59.7,4,23
59.1,4,24
59.2,4,25
58.9,4,26
60.7,4,27
62.1,4,28
64.2,4,29
63.5,4,30
62.6,4,31
62.8,4,32
63.9,4,33
65.5,4,34
62.9,4,35
62.9,4,36
63.3,4,37
60.8,4,38
58.3,4,39
57,4,40
55.2,4,41
55.1,4,42
53.6,4,43
54.9,4,44
54.1,4,45
53.4,4,46
55,4,47
54.9,4,48
53.8,5,1
53.6,5,2
53.3,5,3
53.8,5,4
54.6,5,5
52.5,5,6
52.1,5,7
52.8,5,8
53,5,9
52.2,5,10
53.6,5,11
55.3,5,12
53.6,5,13
54.7,5,14
59.2,5,15
63.2,5,16
62.8,5,17
61.7,5,18
61.5,5,19
63.4,5,20
64.4,5,21
64.1,5,22
65,5,23
65,5,24
65,5,25
65.1,5,26
63.3,5,27
62.8,5,28
64.3,5,29
62.4,5,30
62.9,5,31
65,5,32
63.7,5,33
65.6,5,34
61.6,5,35
60.6,5,36
62,5,37
61.6,5,38
59.5,5,39
59.3,5,40
58.3,5,41
56.5,5,42
56.9,5,43
57.1,5,44
55.5,5,45
54.9,5,46
55.1,5,47
54.7,5,48
55.2,6,1
54.2,6,2
56.6,6,3
55.3,6,4
56.9,6,5
54.7,6,6
55.1,6,7
54.4,6,8
57.4,6,9
56,6,10
55.9,6,11
54.5,6,12
55.4,6,13
54.5,6,14
62.5,6,15
65.4,6,16
65.5,6,17
65.9,6,18
65.1,6,19
69.9,6,20
73.9,6,21
75.4,6,22
74.9,6,23
76.5,6,24
74.7,6,25
74.6,6,26
71.1,6,27
70.4,6,28
73.1,6,29
71,6,30
68.9,6,31
69.5,6,32
72.4,6,33
67.1,6,34
63.9,6,35
62.4,6,36
60.6,6,37
56,6,38
56.2,6,39
58.5,6,40
56.8,6,41
54.2,6,42
55,6,43
54.2,6,44
52.5,6,45
50.5,6,46
49.3,6,47
49.1,6,48
50.2,0,1
52.2,0,2
51.9,0,3
49.6,0,4
48.7,0,5
48.8,0,6
46.7,0,7
47.1,0,8
46.3,0,9
48.6,0,10
46.8,0,11
46.7,0,12
46.2,0,13
46.5,0,14
44.7,0,15
45.6,0,16
44.2,0,17
46.5,0,18
45,0,19
44.7,0,20
44.8,0,21
44.3,0,22
44.1,0,23
45,0,24
46.4,0,25
45.6,0,26
45.2,0,27
46.1,0,28
44.7,0,29
45.5,0,30
47.4,0,31
49.4,0,32
49,0,33
48.8,0,34
48.2,0,35
49.5,0,36
50.1,0,37
53.6,0,38
49.1,0,39
48.6,0,40
46.7,0,41
47.7,0,42
46.4,0,43
47.9,0,44
47.6,0,45
47.4,0,46
47.1,0,47
45.2,0,48
47.2,1,1
46.5,1,2
48.5,1,3
48.3,1,4
47.2,1,5
46.8,1,6
45.3,1,7
45.4,1,8
45.3,1,9
47.3,1,10
45.8,1,11
46.1,1,12
45.6,1,13
45,1,14
45.3,1,15
45.9,1,16
48,1,17
45.3,1,18
44.8,1,19
45.2,1,20
44.6,1,21
43.9,1,22
44.1,1,23
44.5,1,24
44,1,25
46.2,1,26
45.1,1,27
44.7,1,28
44.6,1,29
44.8,1,30
45.7,1,31
46.8,1,32
49.7,1,33
49.4,1,34
48,1,35
51.2,1,36
49.7,1,37
50.5,1,38
49.2,1,39
48.7,1,40
47.7,1,41
47.5,1,42
48.3,1,43
46.3,1,44
47.7,1,45
46.5,1,46
46,1,47
45.1,1,48
46,2,1
47.3,2,2
47.6,2,3
47.1,2,4
46.6,2,5
45.7,2,6
45.7,2,7
48.1,2,8
47.7,2,9
46.5,2,10
47,2,11
46.8,2,12
46.2,2,13
47.8,2,14
56.7,2,15
56.3,2,16
57.3,2,17
58.4,2,18
58.2,2,19
61.7,2,20
63,2,21
67.5,2,22
67.3,2,23
68.2,2,24
65,2,25
65.2,2,26
66.8,2,27
66.5,2,28
65.5,2,29
65.5,2,30
68.6,2,31
67.5,2,32
67.3,2,33
64.8,2,34
63.6,2,35
61.8,2,36
58,2,37
56.8,2,38
57.7,2,39
56,2,40
53.6,2,41
57.4,2,42
52.4,2,43
53.2,2,44
53.8,2,45
48.3,2,46
52.3,2,47
51.6,2,48
51.3,3,1
54.4,3,2
49.8,3,3
51.9,3,4
47.8,3,5
47.3,3,6
50.4,3,7
48.8,3,8
49,3,9
47.4,3,10
48.1,3,11
50.3,3,12
48.4,3,13
48.3,3,14
61.5,3,15
60.1,3,16
59.9,3,17
70.4,3,18
67.4,3,19
67.4,3,20
68.2,3,21
70.1,3,22
68.8,3,23
66.8,3,24
69.2,3,25
66.5,3,26
66.5,3,27
67.9,3,28
66,3,29
67,3,30
69.8,3,31
67,3,32
64.3,3,33
65.5,3,34
64.9,3,35
63,3,36
62.3,3,37
61.1,3,38
60.5,3,39
58.9,3,40
57.4,3,41
56.9,3,42
56.6,3,43
56.6,3,44
54.2,3,45
53.5,3,46
54.3,3,47
51.7,3,48
53.6,4,1
53.7,4,2
53.1,4,3
49.2,4,4
51,4,5
51,4,6
51,4,7
50.9,4,8
52.5,4,9
49.2,4,10
50.5,4,11
51.6,4,12
48.7,4,13
47.9,4,14
58.4,4,15
57.9,4,16
60.6,4,17
63.5,4,18
60.5,4,19
60.6,4,20
66.6,4,21
65.4,4,22
66.8,4,23
65.8,4,24
63.8,4,25
64.2,4,26
62.7,4,27
64.9,4,28
64.5,4,29
68.8,4,30
65.4,4,31
65.6,4,32
65.5,4,33
67,4,34
62.9,4,35
60.6,4,36
59.1,4,37
57.7,4,38
57.3,4,39
55.4,4,40
55.5,4,41
55.4,4,42
55.7,4,43
54.4,4,44
53.2,4,45
53.6,4,46
52.5,4,47
51.8,4,48
52.6,5,1
51,5,2
51.8,5,3
51,5,4
50.1,5,5
49.9,5,6
51,5,7
52.1,5,8
49.8,5,9
51.2,5,10
51.1,5,11
50.9,5,12
50.7,5,13
53.3,5,14
59.3,5,15
58.4,5,16
59.2,5,17
62.2,5,18
62.2,5,19
65.9,5,20
67.1,5,21
67.1,5,22
67.7,5,23
70.3,5,24
69.6,5,25
69.3,5,26
74.6,5,27
69.2,5,28
69.8,5,29
70.5,5,30
69.5,5,31
66.1,5,32
69.5,5,33
69.7,5,34
67.2,5,35
65.3,5,36
62.4,5,37
61.9,5,38
62.2,5,39
59.1,5,40
60.4,5,41
60.7,5,42
54.7,5,43
53.7,5,44
54.3,5,45
55.8,5,46
53.9,5,47
54.2,5,48
54.4,6,1
53.3,6,2
53.4,6,3
53.4,6,4
53.4,6,5
52.5,6,6
53,6,7
53.1,6,8
51.3,6,9
52.1,6,10
51.1,6,11
51.9,6,12
51.8,6,13
52.6,6,14
58.6,6,15
60,6,16
62.2,6,17
65,6,18
64.3,6,19
67.5,6,20
67.8,6,21
67.4,6,22
69.9,6,23
69.7,6,24
68.8,6,25
67.6,6,26
65.1,6,27
67.8,6,28
66.4,6,29
68.8,6,30
71.4,6,31
70.7,6,32
70,6,33
68.1,6,34
62.6,6,35
61.7,6,36
61.5,6,37
60.7,6,38
56.9,6,39
57.7,6,40
55.3,6,41
54.5,6,42
55.4,6,43
54.7,6,44
54.8,6,45
52.7,6,46
52.5,6,47
52.6,6,48
53.3,0,1
52.8,0,2
52.4,0,3
53.5,0,4
54.4,0,5
54.1,0,6
52.7,0,7
53.2,0,8
52.7,0,9
53.9,0,10
53.8,0,11
50.7,0,12
52.8,0,13
54.2,0,14
52,0,15
53,0,16
52.3,0,17
50.1,0,18
50.6,0,19
50.6,0,20
50,0,21
51.5,0,22
50.6,0,23
51.4,0,24
50.9,0,25
51.3,0,26
49.9,0,27
50.9,0,28
51.3,0,29
50.1,0,30
51.1,0,31
52.7,0,32
54.2,0,33
54.6,0,34
55.1,0,35
55.7,0,36
55.8,0,37
57.1,0,38
55.4,0,39
56.4,0,40
54.6,0,41
54.5,0,42
56.5,0,43
54.8,0,44
54.2,0,45
54.2,0,46
54.3,0,47
52.2,0,48
53.3,1,1
53.4,1,2
51.4,1,3
51.7,1,4
50.2,1,5
52,1,6
52,1,7
52.6,1,8
51.1,1,9
52.5,1,10
51.5,1,11
51.7,1,12
51.8,1,13
